scenario,state,year,load_TWh,load_normalized
rcp45hotter_ssp3,OK,2040,69.0640510251275,1.044
rcp45hotter_ssp3,OK,2045,68.8908969567833,1.041
rcp45hotter_ssp3,OK,2050,70.8094927366575,1.07
rcp45hotter_ssp3,OK,2055,70.4697780701306,1.065
rcp45hotter_ssp3,OK,2060,80.4630148914898,1.216
rcp45hotter_ssp3,OK,2065,86.2509423900604,1.304
rcp45hotter_ssp3,OK,2070,88.2889597611193,1.334
rcp45hotter_ssp3,OK,2075,88.5756310115646,1.339
rcp45hotter_ssp3,OK,2080,87.3039196937251,1.319
rcp45hotter_ssp3,OK,2085,85.1994188535532,1.288
rcp45hotter_ssp3,OK,2090,82.8941566628773,1.253
rcp45hotter_ssp3,OK,2095,80.374077473477,1.215
rcp45hotter_ssp3,OK,2100,77.9332342428701,1.178
rcp45hotter_ssp3,OR,1975,13.5062742500001,0.243
rcp45hotter_ssp3,OR,1990,47.5561334010282,0.854
rcp45hotter_ssp3,OR,2005,51.4003080156115,0.923
rcp45hotter_ssp3,OR,2010,50.5758788191671,0.908
rcp45hotter_ssp3,OR,2015,51.1754817869449,0.919
rcp45hotter_ssp3,OR,2020,55.6790526998235,1.0
rcp45hotter_ssp3,OR,2025,58.7138709634021,1.055
rcp45hotter_ssp3,OR,2030,58.8585618411305,1.057
rcp45hotter_ssp3,OR,2035,58.0155465301588,1.042
rcp45hotter_ssp3,OR,2040,59.1842182688985,1.063
rcp45hotter_ssp3,OR,2045,58.8180046347696,1.056
rcp45hotter_ssp3,OR,2050,59.053875862611,1.061
rcp45hotter_ssp3,OR,2055,59.3072217004202,1.065
rcp45hotter_ssp3,OR,2060,60.945805425558,1.095
rcp45hotter_ssp3,OR,2065,64.0793287422902,1.151
rcp45hotter_ssp3,OR,2070,64.7470482671703,1.163
rcp45hotter_ssp3,OR,2075,64.9167193733233,1.166
rcp45hotter_ssp3,OR,2080,64.6804512877305,1.162
rcp45hotter_ssp3,OR,2085,63.7466039537341,1.145
rcp45hotter_ssp3,OR,2090,62.644353931453,1.125
rcp45hotter_ssp3,OR,2095,61.348081840841,1.102
rcp45hotter_ssp3,OR,2100,60.1779553444894,1.081
rcp45hotter_ssp3,PA,1975,45.2360985250004,0.29
rcp45hotter_ssp3,PA,1990,127.174199344168,0.816
rcp45hotter_ssp3,PA,2005,163.752842282779,1.05
rcp45hotter_ssp3,PA,2010,163.281219152779,1.047
rcp45hotter_ssp3,PA,2015,158.132573909446,1.014
rcp45hotter_ssp3,PA,2020,155.94496566389,1.0
rcp45hotter_ssp3,PA,2025,152.99606848183,0.981
rcp45hotter_ssp3,PA,2030,154.036043046533,0.988
rcp45hotter_ssp3,PA,2035,158.372114184456,1.016
rcp45hotter_ssp3,PA,2040,154.487022375998,0.991
rcp45hotter_ssp3,PA,2045,159.175379941641,1.021
rcp45hotter_ssp3,PA,2050,158.50031281861,1.016
rcp45hotter_ssp3,PA,2055,155.811508274754,0.999
rcp45hotter_ssp3,PA,2060,163.716869207079,1.05
rcp45hotter_ssp3,PA,2065,160.188878411435,1.027
rcp45hotter_ssp3,PA,2070,151.56198893188,0.972
rcp45hotter_ssp3,PA,2075,147.591418500127,0.946
rcp45hotter_ssp3,PA,2080,149.622525844386,0.959
rcp45hotter_ssp3,PA,2085,148.497718642784,0.952
rcp45hotter_ssp3,PA,2090,150.13960360729,0.963
rcp45hotter_ssp3,PA,2095,151.246245558657,0.97
rcp45hotter_ssp3,PA,2100,150.745633631185,0.967
rcp45hotter_ssp3,RI,1975,1.28641730833334,0.152
rcp45hotter_ssp3,RI,1990,7.09796862411117,0.839
rcp45hotter_ssp3,RI,2005,8.95597512144452,1.058
rcp45hotter_ssp3,RI,2010,8.60590907922229,1.017
rcp45hotter_ssp3,RI,2015,8.4054760438334,0.993
rcp45hotter_ssp3,RI,2020,8.46401066033479,1.0
rcp45hotter_ssp3,RI,2025,8.1380494223859,0.961
rcp45hotter_ssp3,RI,2030,8.33620535099618,0.985
rcp45hotter_ssp3,RI,2035,8.53923540012562,1.009
rcp45hotter_ssp3,RI,2040,8.75177834039674,1.034
rcp45hotter_ssp3,RI,2045,9.39656639884341,1.11
rcp45hotter_ssp3,RI,2050,9.73094813590369,1.15
rcp45hotter_ssp3,RI,2055,10.2846608335679,1.215
rcp45hotter_ssp3,RI,2060,10.9759119310387,1.297
rcp45hotter_ssp3,RI,2065,11.2318251304498,1.327
rcp45hotter_ssp3,RI,2070,11.4899792842956,1.358
rcp45hotter_ssp3,RI,2075,11.7068427304143,1.383
rcp45hotter_ssp3,RI,2080,11.8207345035254,1.397
rcp45hotter_ssp3,RI,2085,11.8145620134501,1.396
rcp45hotter_ssp3,RI,2090,11.7557181598723,1.389
rcp45hotter_ssp3,RI,2095,11.6255234179279,1.374
rcp45hotter_ssp3,RI,2100,11.4386408043918,1.351
rcp45hotter_ssp3,SC,1975,14.0546099444446,0.154
rcp45hotter_ssp3,SC,1990,61.6454132637227,0.676
rcp45hotter_ssp3,SC,2005,89.3193103404729,0.98
rcp45hotter_ssp3,SC,2010,90.327313356973,0.991
rcp45hotter_ssp3,SC,2015,87.4513815926118,0.959
rcp45hotter_ssp3,SC,2020,91.1798387756321,1.0
rcp45hotter_ssp3,SC,2025,91.5352474458674,1.004
rcp45hotter_ssp3,SC,2030,92.6556146950685,1.016
rcp45hotter_ssp3,SC,2035,92.2370938216227,1.012
rcp45hotter_ssp3,SC,2040,91.6879915376538,1.006
rcp45hotter_ssp3,SC,2045,90.6165952442777,0.994
rcp45hotter_ssp3,SC,2050,92.8967875369341,1.019
rcp45hotter_ssp3,SC,2055,89.4441306572818,0.981
rcp45hotter_ssp3,SC,2060,91.8593104221738,1.007
rcp45hotter_ssp3,SC,2065,90.6787992517146,0.995
rcp45hotter_ssp3,SC,2070,86.2029531817076,0.945
rcp45hotter_ssp3,SC,2075,84.580931078901,0.928
rcp45hotter_ssp3,SC,2080,82.7950700937323,0.908
rcp45hotter_ssp3,SC,2085,80.828907461834,0.886
rcp45hotter_ssp3,SC,2090,78.696206617709,0.863
rcp45hotter_ssp3,SC,2095,76.5206829432339,0.839
rcp45hotter_ssp3,SC,2100,74.2576577745523,0.814
rcp45hotter_ssp3,SD,1975,1.12379183611112,0.082
rcp45hotter_ssp3,SD,1990,7.05632597302783,0.516
rcp45hotter_ssp3,SD,2005,10.9756988215001,0.803
rcp45hotter_ssp3,SD,2010,12.5428519830557,0.918
rcp45hotter_ssp3,SD,2015,13.2131050850279,0.967
rcp45hotter_ssp3,SD,2020,13.6633222258921,1.0
rcp45hotter_ssp3,SD,2025,13.7752985138421,1.008
rcp45hotter_ssp3,SD,2030,13.5404380139923,0.991
rcp45hotter_ssp3,SD,2035,13.0906031363857,0.958
rcp45hotter_ssp3,SD,2040,13.1088445940279,0.959
rcp45hotter_ssp3,SD,2045,12.7253915290729,0.931
rcp45hotter_ssp3,SD,2050,12.6606898266607,0.927
rcp45hotter_ssp3,SD,2055,12.763229100497,0.934
rcp45hotter_ssp3,SD,2060,13.5042691434857,0.988
rcp45hotter_ssp3,SD,2065,14.0859606460112,1.031
rcp45hotter_ssp3,SD,2070,14.1353084546632,1.035
rcp45hotter_ssp3,SD,2075,14.0528706407846,1.029
rcp45hotter_ssp3,SD,2080,13.8136199213934,1.011
rcp45hotter_ssp3,SD,2085,13.4496755167929,0.984
rcp45hotter_ssp3,SD,2090,13.0561574670179,0.956
rcp45hotter_ssp3,SD,2095,12.635700377814,0.925
rcp45hotter_ssp3,SD,2100,12.1823658931604,0.892
rcp45hotter_ssp3,TN,1975,41.1720122222226,0.362
rcp45hotter_ssp3,TN,1990,85.3018564077313,0.751
rcp45hotter_ssp3,TN,2005,114.660567850365,1.009
rcp45hotter_ssp3,TN,2010,113.615224901456,1.0
rcp45hotter_ssp3,TN,2015,108.319458515279,0.953
rcp45hotter_ssp3,TN,2020,113.624324888581,1.0
rcp45hotter_ssp3,TN,2025,114.160263615815,1.005
rcp45hotter_ssp3,TN,2030,114.196735118018,1.005
rcp45hotter_ssp3,TN,2035,115.10730975679,1.013
rcp45hotter_ssp3,TN,2040,115.292876969954,1.015
rcp45hotter_ssp3,TN,2045,113.011154578361,0.995
rcp45hotter_ssp3,TN,2050,117.690956279936,1.036
rcp45hotter_ssp3,TN,2055,111.03277325082,0.977
rcp45hotter_ssp3,TN,2060,115.890506331172,1.02
rcp45hotter_ssp3,TN,2065,114.09212899467,1.004
rcp45hotter_ssp3,TN,2070,108.458966773642,0.955
rcp45hotter_ssp3,TN,2075,106.438013650578,0.937
rcp45hotter_ssp3,TN,2080,104.332225900293,0.918
rcp45hotter_ssp3,TN,2085,102.068213519129,0.898
rcp45hotter_ssp3,TN,2090,99.5799626657405,0.876
rcp45hotter_ssp3,TN,2095,97.0596197419688,0.854
rcp45hotter_ssp3,TN,2100,94.4686974680096,0.831
rcp45hotter_ssp3,TX,1975,59.5450538888894,0.133
rcp45hotter_ssp3,TX,1990,263.648141608335,0.587
rcp45hotter_ssp3,TX,2005,370.66804612667,0.826
rcp45hotter_ssp3,TX,2010,394.038423313337,0.878
rcp45hotter_ssp3,TX,2015,425.701890995281,0.948
rcp45hotter_ssp3,TX,2020,448.985597529648,1.0
rcp45hotter_ssp3,TX,2025,462.959477725554,1.031
rcp45hotter_ssp3,TX,2030,469.531796214618,1.046
rcp45hotter_ssp3,TX,2035,475.273248637576,1.059
rcp45hotter_ssp3,TX,2040,487.959761069132,1.087
rcp45hotter_ssp3,TX,2045,487.64960041471,1.086
rcp45hotter_ssp3,TX,2050,499.501284334313,1.113
rcp45hotter_ssp3,TX,2055,499.453265991741,1.112
rcp45hotter_ssp3,TX,2060,541.026770305208,1.205
rcp45hotter_ssp3,TX,2065,570.192750173646,1.27
rcp45hotter_ssp3,TX,2070,567.410527741238,1.264
rcp45hotter_ssp3,TX,2075,575.106385865824,1.281
rcp45hotter_ssp3,TX,2080,574.180135565026,1.279
rcp45hotter_ssp3,TX,2085,565.702044539599,1.26
rcp45hotter_ssp3,TX,2090,555.05060808146,1.236
rcp45hotter_ssp3,TX,2095,542.451375186035,1.208
rcp45hotter_ssp3,TX,2100,532.433530809614,1.186
rcp45hotter_ssp3,UT,1975,3.29445538888892,0.09
rcp45hotter_ssp3,UT,1990,17.1383130196113,0.47
rcp45hotter_ssp3,UT,2005,27.6905818724169,0.76
rcp45hotter_ssp3,UT,2010,30.7718044353614,0.844
rcp45hotter_ssp3,UT,2015,32.661936979528,0.896
rcp45hotter_ssp3,UT,2020,36.4432807614836,1.0
rcp45hotter_ssp3,UT,2025,39.5924077554459,1.086
rcp45hotter_ssp3,UT,2030,41.1303317814089,1.129
rcp45hotter_ssp3,UT,2035,41.2575758032845,1.132
rcp45hotter_ssp3,UT,2040,42.8169835320209,1.175
rcp45hotter_ssp3,UT,2045,42.7766250926562,1.174
rcp45hotter_ssp3,UT,2050,43.5854221893481,1.196
rcp45hotter_ssp3,UT,2055,43.9951983984851,1.207
rcp45hotter_ssp3,UT,2060,45.8575476473029,1.258
rcp45hotter_ssp3,UT,2065,48.5860761020987,1.333
rcp45hotter_ssp3,UT,2070,49.1674828524887,1.349
rcp45hotter_ssp3,UT,2075,49.8809001410537,1.369
rcp45hotter_ssp3,UT,2080,50.1492366184499,1.376
rcp45hotter_ssp3,UT,2085,49.7604468530665,1.365
rcp45hotter_ssp3,UT,2090,49.2279020725687,1.351
rcp45hotter_ssp3,UT,2095,48.5526670432551,1.332
rcp45hotter_ssp3,UT,2100,47.9675034172471,1.316
rcp45hotter_ssp3,VA,1975,10.4916560000001,0.083
rcp45hotter_ssp3,VA,1990,80.7135897861118,0.638
rcp45hotter_ssp3,VA,2005,121.355038053445,0.959
rcp45hotter_ssp3,VA,2010,125.743778926445,0.994
rcp45hotter_ssp3,VA,2015,122.565843696695,0.969
rcp45hotter_ssp3,VA,2020,126.526799013165,1.0
rcp45hotter_ssp3,VA,2025,124.133604827434,0.981
rcp45hotter_ssp3,VA,2030,122.447924043703,0.968
rcp45hotter_ssp3,VA,2035,123.934202912159,0.98
rcp45hotter_ssp3,VA,2040,121.214980140194,0.958
rcp45hotter_ssp3,VA,2045,122.257378283783,0.966
rcp45hotter_ssp3,VA,2050,125.824995367422,0.994
rcp45hotter_ssp3,VA,2055,120.90016378173,0.956
rcp45hotter_ssp3,VA,2060,126.868885245815,1.003
rcp45hotter_ssp3,VA,2065,122.955747550578,0.972
rcp45hotter_ssp3,VA,2070,116.850585955509,0.924
rcp45hotter_ssp3,VA,2075,114.830751510769,0.908
rcp45hotter_ssp3,VA,2080,112.73787663935,0.891
rcp45hotter_ssp3,VA,2085,110.463850108512,0.873
rcp45hotter_ssp3,VA,2090,107.958503430036,0.853
rcp45hotter_ssp3,VA,2095,105.400580810576,0.833
rcp45hotter_ssp3,VA,2100,102.809296781774,0.813
rcp45hotter_ssp3,VT,1975,0.926927494444452,0.157
rcp45hotter_ssp3,VT,1990,5.20915580666671,0.882
rcp45hotter_ssp3,VT,2005,6.48958418550005,1.098
rcp45hotter_ssp3,VT,2010,6.13357574838894,1.038
rcp45hotter_ssp3,VT,2015,5.97288888641671,1.011
rcp45hotter_ssp3,VT,2020,5.90897751363894,1.0
rcp45hotter_ssp3,VT,2025,5.78417374031449,0.979
rcp45hotter_ssp3,VT,2030,5.76086427827977,0.975
rcp45hotter_ssp3,VT,2035,5.79643963351171,0.981
rcp45hotter_ssp3,VT,2040,5.83064723528699,0.987
rcp45hotter_ssp3,VT,2045,5.9867412118381,1.013
rcp45hotter_ssp3,VT,2050,5.93482923082866,1.004
rcp45hotter_ssp3,VT,2055,6.18194025894255,1.046
rcp45hotter_ssp3,VT,2060,6.23049356541227,1.054
rcp45hotter_ssp3,VT,2065,6.27050947920061,1.061
rcp45hotter_ssp3,VT,2070,6.56442484730089,1.111
rcp45hotter_ssp3,VT,2075,6.54750614129672,1.108
rcp45hotter_ssp3,VT,2080,6.46865557099172,1.095
rcp45hotter_ssp3,VT,2085,6.34943929898894,1.075
rcp45hotter_ssp3,VT,2090,6.20436210346144,1.05
rcp45hotter_ssp3,VT,2095,6.04855445739505,1.024
rcp45hotter_ssp3,VT,2100,5.8522721833631,0.99
rcp45hotter_ssp3,WA,1975,29.7751631086669,0.268
rcp45hotter_ssp3,WA,1990,100.645847911862,0.905
rcp45hotter_ssp3,WA,2005,92.5323999455563,0.832
rcp45hotter_ssp3,WA,2010,99.1594558635286,0.891
rcp45hotter_ssp3,WA,2015,97.491581156973,0.876
rcp45hotter_ssp3,WA,2020,111.272023847281,1.0
rcp45hotter_ssp3,WA,2025,121.15651315498,1.089
rcp45hotter_ssp3,WA,2030,122.033157304917,1.097
rcp45hotter_ssp3,WA,2035,120.776299345162,1.085
rcp45hotter_ssp3,WA,2040,123.044767094243,1.106
rcp45hotter_ssp3,WA,2045,122.569532028334,1.102
rcp45hotter_ssp3,WA,2050,122.382853892444,1.1
rcp45hotter_ssp3,WA,2055,123.580560905634,1.111
rcp45hotter_ssp3,WA,2060,125.648162050217,1.129
rcp45hotter_ssp3,WA,2065,132.116954858935,1.187
rcp45hotter_ssp3,WA,2070,131.560082535689,1.182
rcp45hotter_ssp3,WA,2075,131.911402546497,1.185
rcp45hotter_ssp3,WA,2080,131.636732463157,1.183
rcp45hotter_ssp3,WA,2085,129.920011166459,1.168
rcp45hotter_ssp3,WA,2090,127.838362444149,1.149
rcp45hotter_ssp3,WA,2095,125.221019439236,1.125
rcp45hotter_ssp3,WA,2100,122.771954037253,1.103
rcp45hotter_ssp3,WI,1975,11.8695901666668,0.161
rcp45hotter_ssp3,WI,1990,54.4834756969449,0.739
rcp45hotter_ssp3,WI,2005,77.4442781197228,1.05
rcp45hotter_ssp3,WI,2010,75.2300564997228,1.02
rcp45hotter_ssp3,WI,2015,73.9403690311812,1.003
rcp45hotter_ssp3,WI,2020,73.74878122392,1.0
rcp45hotter_ssp3,WI,2025,73.8329848367048,1.001
rcp45hotter_ssp3,WI,2030,73.4182746285914,0.996
rcp45hotter_ssp3,WI,2035,74.6304919286987,1.012
rcp45hotter_ssp3,WI,2040,73.8272115659606,1.001
rcp45hotter_ssp3,WI,2045,75.8042186985684,1.028
rcp45hotter_ssp3,WI,2050,76.6174554858815,1.039
rcp45hotter_ssp3,WI,2055,79.1239127020859,1.073
rcp45hotter_ssp3,WI,2060,86.4769837440782,1.173
rcp45hotter_ssp3,WI,2065,91.7246937435885,1.244
rcp45hotter_ssp3,WI,2070,95.1991403441638,1.291
rcp45hotter_ssp3,WI,2075,96.5100144291925,1.309
rcp45hotter_ssp3,WI,2080,96.2062834402574,1.305
rcp45hotter_ssp3,WI,2085,94.8038706172036,1.285
rcp45hotter_ssp3,WI,2090,93.0304607948185,1.261
rcp45hotter_ssp3,WI,2095,90.8880468466052,1.232
rcp45hotter_ssp3,WI,2100,88.6200805151991,1.202
rcp45hotter_ssp3,WV,1975,9.89425225000008,0.315
rcp45hotter_ssp3,WV,1990,25.5735591666669,0.815
rcp45hotter_ssp3,WV,2005,33.1455081602225,1.056
rcp45hotter_ssp3,WV,2010,34.9861342028614,1.114
rcp45hotter_ssp3,WV,2015,34.5696921966669,1.101
rcp45hotter_ssp3,WV,2020,31.3954624846769,1.0
rcp45hotter_ssp3,WV,2025,30.0517209103041,0.957
rcp45hotter_ssp3,WV,2030,29.2607225352625,0.932
rcp45hotter_ssp3,WV,2035,29.6474315068477,0.944
rcp45hotter_ssp3,WV,2040,29.0223673725063,0.924
rcp45hotter_ssp3,WV,2045,28.919496967225,0.921
rcp45hotter_ssp3,WV,2050,28.8515595310836,0.919
rcp45hotter_ssp3,WV,2055,27.8967654793711,0.889
rcp45hotter_ssp3,WV,2060,29.0512784695663,0.925
rcp45hotter_ssp3,WV,2065,28.961799155085,0.922
rcp45hotter_ssp3,WV,2070,28.8701698919836,0.92
rcp45hotter_ssp3,WV,2075,28.2549998276377,0.9
rcp45hotter_ssp3,WV,2080,27.7636028393516,0.884
rcp45hotter_ssp3,WV,2085,27.2218693882758,0.867
rcp45hotter_ssp3,WV,2090,26.7892378124638,0.853
rcp45hotter_ssp3,WV,2095,26.3885969747502,0.841
rcp45hotter_ssp3,WV,2100,25.8246365657688,0.823
rcp45hotter_ssp3,WY,1975,3.11098747222225,0.197
rcp45hotter_ssp3,WY,1990,12.9401842561307,0.819
rcp45hotter_ssp3,WY,2005,15.2932662408807,0.968
rcp45hotter_ssp3,WY,2010,18.4368643206974,1.167
rcp45hotter_ssp3,WY,2015,17.7748103562696,1.125
rcp45hotter_ssp3,WY,2020,15.7939987070565,1.0
rcp45hotter_ssp3,WY,2025,15.914063519311,1.008
rcp45hotter_ssp3,WY,2030,16.3056173432085,1.032
rcp45hotter_ssp3,WY,2035,16.5229118975612,1.046
rcp45hotter_ssp3,WY,2040,16.9189296647393,1.071
rcp45hotter_ssp3,WY,2045,17.061977213081,1.08
rcp45hotter_ssp3,WY,2050,17.3884894588582,1.101
rcp45hotter_ssp3,WY,2055,18.0028351150407,1.14
rcp45hotter_ssp3,WY,2060,19.8570031581899,1.257
rcp45hotter_ssp3,WY,2065,22.1084295649046,1.4
rcp45hotter_ssp3,WY,2070,23.0411928817621,1.459
rcp45hotter_ssp3,WY,2075,23.1812881601555,1.468
rcp45hotter_ssp3,WY,2080,22.9125790965885,1.451
rcp45hotter_ssp3,WY,2085,22.4308397133407,1.42
rcp45hotter_ssp3,WY,2090,21.8207273847974,1.382
rcp45hotter_ssp3,WY,2095,21.3011846170788,1.349
rcp45hotter_ssp3,WY,2100,20.7467545491552,1.314
rcp45hotter_ssp5,AK,1975,0.510867688888893,0.069
rcp45hotter_ssp5,AK,1990,4.96765476361115,0.674
rcp45hotter_ssp5,AK,2005,6.58350052472228,0.893
rcp45hotter_ssp5,AK,2010,6.88149901555561,0.933
rcp45hotter_ssp5,AK,2015,6.70977886111117,0.91
rcp45hotter_ssp5,AK,2020,7.37368938810006,1.0
rcp45hotter_ssp5,AK,2025,7.84680965621117,1.064
rcp45hotter_ssp5,AK,2030,9.3851674722973,1.273
rcp45hotter_ssp5,AK,2035,11.5892917076779,1.572
rcp45hotter_ssp5,AK,2040,13.7548692912334,1.865
rcp45hotter_ssp5,AK,2045,16.2506262603018,2.204
rcp45hotter_ssp5,AK,2050,18.3162375834557,2.484
rcp45hotter_ssp5,AK,2055,21.0798673092493,2.859
rcp45hotter_ssp5,AK,2060,24.5486346062141,3.329
rcp45hotter_ssp5,AK,2065,27.9859450924613,3.795
rcp45hotter_ssp5,AK,2070,30.5557021194808,4.144
rcp45hotter_ssp5,AK,2075,32.6287471825669,4.425
rcp45hotter_ssp5,AK,2080,34.4166732356003,4.667
rcp45hotter_ssp5,AK,2085,35.6653015107197,4.837
rcp45hotter_ssp5,AK,2090,36.702500295867,4.977
rcp45hotter_ssp5,AK,2095,37.5207545734531,5.088
rcp45hotter_ssp5,AK,2100,38.1417464262586,5.173
rcp45hotter_ssp5,AL,1975,22.3832566666668,0.245
rcp45hotter_ssp5,AL,1990,66.373922440445,0.725
rcp45hotter_ssp5,AL,2005,97.9801635436674,1.071
rcp45hotter_ssp5,AL,2010,99.3791048471119,1.086
rcp45hotter_ssp5,AL,2015,95.4187714466952,1.043
rcp45hotter_ssp5,AL,2020,91.5087634710205,1.0
rcp45hotter_ssp5,AL,2025,92.0952153950307,1.006
rcp45hotter_ssp5,AL,2030,99.6170190051578,1.089
rcp45hotter_ssp5,AL,2035,106.417274481706,1.163
rcp45hotter_ssp5,AL,2040,114.681789891849,1.253
rcp45hotter_ssp5,AL,2045,119.77346541612,1.309
rcp45hotter_ssp5,AL,2050,133.717757026304,1.461
rcp45hotter_ssp5,AL,2055,139.479091379099,1.524
rcp45hotter_ssp5,AL,2060,155.202101896288,1.696
rcp45hotter_ssp5,AL,2065,165.597560298582,1.81
rcp45hotter_ssp5,AL,2070,167.210415638269,1.827
rcp45hotter_ssp5,AL,2075,175.288118887982,1.916
rcp45hotter_ssp5,AL,2080,184.098671430376,2.012
rcp45hotter_ssp5,AL,2085,194.162409189711,2.122
rcp45hotter_ssp5,AL,2090,204.041884085334,2.23
rcp45hotter_ssp5,AL,2095,212.757952482906,2.325
rcp45hotter_ssp5,AL,2100,221.417473370186,2.42
rcp45hotter_ssp5,AR,1975,6.55404508333339,0.132
rcp45hotter_ssp5,AR,1990,30.3016131544169,0.609
rcp45hotter_ssp5,AR,2005,50.7050330583615,1.019
rcp45hotter_ssp5,AR,2010,52.6740715427921,1.058
rcp45hotter_ssp5,AR,2015,49.9875361729143,1.005
rcp45hotter_ssp5,AR,2020,49.7630644478037,1.0
rcp45hotter_ssp5,AR,2025,50.0163289818518,1.005
rcp45hotter_ssp5,AR,2030,52.3721659287751,1.052
rcp45hotter_ssp5,AR,2035,56.6779408763641,1.139
rcp45hotter_ssp5,AR,2040,61.5919553915549,1.238
rcp45hotter_ssp5,AR,2045,65.3928383899797,1.314
rcp45hotter_ssp5,AR,2050,71.7040367770247,1.441
rcp45hotter_ssp5,AR,2055,74.2774848123745,1.493
rcp45hotter_ssp5,AR,2060,83.3271511193976,1.674
rcp45hotter_ssp5,AR,2065,88.8136907745607,1.785
rcp45hotter_ssp5,AR,2070,89.4656216003218,1.798
rcp45hotter_ssp5,AR,2075,94.1087717131291,1.891
rcp45hotter_ssp5,AR,2080,99.0015091949025,1.989
rcp45hotter_ssp5,AR,2085,104.058531569666,2.091
rcp45hotter_ssp5,AR,2090,109.039087513335,2.191
rcp45hotter_ssp5,AR,2095,113.333446156493,2.277
rcp45hotter_ssp5,AR,2100,117.486782143932,2.361
rcp45hotter_ssp5,AZ,1975,7.84188036111117,0.085
rcp45hotter_ssp5,AZ,1990,46.3210435238337,0.504
rcp45hotter_ssp5,AZ,2005,77.8050932961117,0.847
rcp45hotter_ssp5,AZ,2010,80.6924660236118,0.879
rcp45hotter_ssp5,AZ,2015,84.567331872834,0.921
rcp45hotter_ssp5,AZ,2020,91.8171193236091,1.0
rcp45hotter_ssp5,AZ,2025,97.1157659599647,1.058
rcp45hotter_ssp5,AZ,2030,108.695971084215,1.184
rcp45hotter_ssp5,AZ,2035,118.468867125109,1.29
rcp45hotter_ssp5,AZ,2040,129.83105842266,1.414
rcp45hotter_ssp5,AZ,2045,140.402766459059,1.529
rcp45hotter_ssp5,AZ,2050,151.791639574476,1.653
rcp45hotter_ssp5,AZ,2055,163.680526915643,1.783
rcp45hotter_ssp5,AZ,2060,178.917669031792,1.949
rcp45hotter_ssp5,AZ,2065,189.160313510872,2.06
rcp45hotter_ssp5,AZ,2070,195.989468867838,2.135
rcp45hotter_ssp5,AZ,2075,207.126337992331,2.256
rcp45hotter_ssp5,AZ,2080,218.462952643757,2.379
rcp45hotter_ssp5,AZ,2085,228.864460306419,2.493
rcp45hotter_ssp5,AZ,2090,239.05619451591,2.604
rcp45hotter_ssp5,AZ,2095,247.595162370216,2.697
rcp45hotter_ssp5,AZ,2100,255.701853435533,2.785
rcp45hotter_ssp5,CA,1975,51.1120033361115,0.165
rcp45hotter_ssp5,CA,1990,234.888131191946,0.759
rcp45hotter_ssp5,CA,2005,284.081968691391,0.919
rcp45hotter_ssp5,CA,2010,285.707051833058,0.924
rcp45hotter_ssp5,CA,2015,285.662068267502,0.924
rcp45hotter_ssp5,CA,2020,309.271455095891,1.0
rcp45hotter_ssp5,CA,2025,324.869367565597,1.05
rcp45hotter_ssp5,CA,2030,357.853687669997,1.157
rcp45hotter_ssp5,CA,2035,386.602006717378,1.25
rcp45hotter_ssp5,CA,2040,423.144890440109,1.368
rcp45hotter_ssp5,CA,2045,454.350832731355,1.469
rcp45hotter_ssp5,CA,2050,495.642391939973,1.603
rcp45hotter_ssp5,CA,2055,546.891665925075,1.768
rcp45hotter_ssp5,CA,2060,594.09893230406,1.921
rcp45hotter_ssp5,CA,2065,655.559650434961,2.12
rcp45hotter_ssp5,CA,2070,663.475629159495,2.145
rcp45hotter_ssp5,CA,2075,704.991737874517,2.28
rcp45hotter_ssp5,CA,2080,747.321619772948,2.416
rcp45hotter_ssp5,CA,2085,784.037185784081,2.535
rcp45hotter_ssp5,CA,2090,818.080316292432,2.645
rcp45hotter_ssp5,CA,2095,846.017983241187,2.736
rcp45hotter_ssp5,CA,2100,871.187757642285,2.817
rcp45hotter_ssp5,CO,1975,5.00399691666671,0.082
rcp45hotter_ssp5,CO,1990,34.3479379716669,0.562
rcp45hotter_ssp5,CO,2005,53.8432610408616,0.881
rcp45hotter_ssp5,CO,2010,58.1703797402783,0.951
rcp45hotter_ssp5,CO,2015,58.6969656286116,0.96
rcp45hotter_ssp5,CO,2020,61.1450084114902,1.0
rcp45hotter_ssp5,CO,2025,65.0328256889061,1.064
rcp45hotter_ssp5,CO,2030,72.1755982093345,1.18
rcp45hotter_ssp5,CO,2035,79.2313932016651,1.296
rcp45hotter_ssp5,CO,2040,87.937722714039,1.438
rcp45hotter_ssp5,CO,2045,94.9571673492227,1.553
rcp45hotter_ssp5,CO,2050,103.409849949214,1.691
rcp45hotter_ssp5,CO,2055,111.261994144048,1.82
rcp45hotter_ssp5,CO,2060,123.046662668209,2.012
rcp45hotter_ssp5,CO,2065,133.245101385919,2.179
rcp45hotter_ssp5,CO,2070,139.479756251739,2.281
rcp45hotter_ssp5,CO,2075,147.715562552865,2.416
rcp45hotter_ssp5,CO,2080,156.179639271412,2.554
rcp45hotter_ssp5,CO,2085,163.987240404918,2.682
rcp45hotter_ssp5,CO,2090,171.324291787968,2.802
rcp45hotter_ssp5,CO,2095,177.460883644982,2.902
rcp45hotter_ssp5,CO,2100,183.308785770245,2.998
rcp45hotter_ssp5,CT,1975,5.5447858055556,0.175
rcp45hotter_ssp5,CT,1990,30.1614762633336,0.952
rcp45hotter_ssp5,CT,2005,36.9148393036114,1.165
